ID,Title,Authors,Org
245,Examining and Enhancing the Illusory Touch Perception in Virtual Reality Using Non-Invasive Brain Stimulation, Filip Skola,University of Washington
245,Examining and Enhancing the Illusory Touch Perception in Virtual Reality Using Non-Invasive Brain Stimulation, Fotis Liarokapis (Faculty of Informatics,University of Washington
245,Examining and Enhancing the Illusory Touch Perception in Virtual Reality Using Non-Invasive Brain Stimulation, Masaryk University),University of Washington
246,Pay Attention Please: Formal Language Improves Attention in Volunteer and Paid Online Experiments, Tal August,University of Washington
246,Pay Attention Please: Formal Language Improves Attention in Volunteer and Paid Online Experiments, Katharina Reinecke (University of Washington),University of Washington
247,Enhancing Texture Perception in Virtual Reality Using 3D-Printed Hair Structures, Donald Degraen (Intel Visual Computing Institute),Intel Visual Computing Institute
247,Enhancing Texture Perception in Virtual Reality Using 3D-Printed Hair Structures, Andre Zenner,German Research Center for Artificial Intelligence
247,Enhancing Texture Perception in Virtual Reality Using 3D-Printed Hair Structures, Antonio Kruger (German Research Center for Artificial Intelligence),German Research Center for Artificial Intelligence
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Mehmet Aydin Baytas (Koc University & Qualisys AB),Koc University & Qualisys AB
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Damla cay (Koc University),Koc University
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Yuchong Zhang (Chalmers University of Technology),Chalmers University of Technology
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Mohammad Obaid (University of New South Wales),University of New South Wales
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Asim Evren Yantac (Koc University),Koc University
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments, Morten Fjeld (Chalmers University of Technology),Chalmers University of Technology
249,Recipes for Programmable Money, Chris Elsden,Northumbria University
249,Recipes for Programmable Money, Tom Feltwell,Northumbria University
249,Recipes for Programmable Money, Shaun Lawson,Northumbria University
249,Recipes for Programmable Money, John Vines (Northumbria University),Northumbria University
250,Crowdsourcing Interface Feature Design with Bayesian Optimization, John J. Dudley,University of Cambridge
250,Crowdsourcing Interface Feature Design with Bayesian Optimization, Jason T. Jacques,University of Cambridge
250,Crowdsourcing Interface Feature Design with Bayesian Optimization, Per Ola Kristensson (University of Cambridge),University of Cambridge
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Zezhong Wang (University of Edinburgh),University of Edinburgh
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Shunming Wang (Peking University & University of Edinburgh),Peking University & University of Edinburgh
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Matteo Farinella (Columbia University),Columbia University
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Dave Murray-Rust (University of Edinburgh),University of Edinburgh
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Nathalie Henry Riche (Microsoft Research),Microsoft Research
251,Comparing Effectiveness and Engagement of Data Comics and Infographics, Benjamin Bach (Edinburgh University),Edinburgh University
252,Resilient Chatbots: Repair Strategy Preferences for Conversational Breakdowns, Zahra Ashktorab,IBM Research
252,Resilient Chatbots: Repair Strategy Preferences for Conversational Breakdowns, Mohit Jain,IBM Research
252,Resilient Chatbots: Repair Strategy Preferences for Conversational Breakdowns, Q. Vera Liao,IBM Research
252,Resilient Chatbots: Repair Strategy Preferences for Conversational Breakdowns, Justin D. Weisz (IBM Research),IBM Research
253,Crowdlicit: A System for Conducting Distributed End-User Elicitation and Identification Studies, Abdullah X. Ali (University of Washington),University of Washington
253,Crowdlicit: A System for Conducting Distributed End-User Elicitation and Identification Studies, Meredith Ringel Morris (Microsoft Research),Microsoft Research
253,Crowdlicit: A System for Conducting Distributed End-User Elicitation and Identification Studies, Jacob O. Wobbrock (University of Washington),University of Washington
254,Thinking Too Classically: Research Topics in Human-Quantum Computer Interaction, Zahra Ashktorab,IBM Research
254,Thinking Too Classically: Research Topics in Human-Quantum Computer Interaction, Justin D. Weisz,IBM Research
254,Thinking Too Classically: Research Topics in Human-Quantum Computer Interaction, Maryam Ashoori (IBM Research),IBM Research
255,Predicting Cognitive Load in Future Code Puzzles, Caitlin Kelleher,Washington University in St. Louis
255,Predicting Cognitive Load in Future Code Puzzles, Wint Hnin (Washington University in St. Louis),Washington University in St. Louis
256,Hey Google Can I Ask You Something in Private?: The Effects of Modality and Device in Sensitive Health Information Acquisition from Voice Assistants, Eugene Cho (Pennsylvania State University),Pennsylvania State University
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play, Alessandro Canossa,Ubisoft Massive Entertainment
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play, Ahmad Azadvar (Ubisoft Massive Entertainment),Ubisoft Massive Entertainment
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play, Casper Harteveld (Northeastern University),Northeastern University
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play, Anders Drachen,University of York
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play, Sebastian Deterding (University of York),University of York
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Maryam Mustafa,Information Technology University
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Noor Mazhar,Information Technology University
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Ayesha Asghar,Information Technology University
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Maryem Zafar Usmani,Information Technology University
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Lubna Razaq (Information Technology University),Information Technology University
258,Digital Financial Needs of Micro-entrepreneur Women in Pakistan: Is Mobile Money The Answer?, Richard Anderson (University of Washington),University of Washington
259,Understanding Mass-Market Mobile TV Behaviors in the Streaming Era, Frank Bentley,Yahoo & Oath
259,Understanding Mass-Market Mobile TV Behaviors in the Streaming Era, Danielle Lottridge (Yahoo & Oath),Yahoo & Oath
260,"Bringing Design to the Privacy Table: Broadening ""Design"" in ""Privacy by Design"" Through the Lens of HCI", Richmond Y. Wong,University of California Berkeley
260,"Bringing Design to the Privacy Table: Broadening ""Design"" in ""Privacy by Design"" Through the Lens of HCI", Deirdre K. Mulligan (University of California Berkeley),University of California Berkeley
261,Practitioners Teaching Data Science in Industry and Academia: Expectations Workflows and Challenges, Sean Kross,University of California San Diego
261,Practitioners Teaching Data Science in Industry and Academia: Expectations Workflows and Challenges, Philip J. Guo (University of California San Diego),University of California San Diego
262,An Exploration of Speech-Based Productivity Support in the Car, Nikolas Martelaro (Accenture Technology Labs),Accenture Technology Labs
262,An Exploration of Speech-Based Productivity Support in the Car, Jaime Teevan,Microsoft Research
262,An Exploration of Speech-Based Productivity Support in the Car, Shamsi T. Iqbal (Microsoft Research),Microsoft Research
263,Everyday Experiences: Small Stories and Mental Illness on Instagram, Jessica L. Feuston,Northwestern University
263,Everyday Experiences: Small Stories and Mental Illness on Instagram, Anne Marie Piper (Northwestern University),Northwestern University
264,Blockchain Assemblages: Whiteboxing Technology and Transforming Infrastructural Imaginaries, Karim Jabbar,University of Copenhagen
264,Blockchain Assemblages: Whiteboxing Technology and Transforming Infrastructural Imaginaries, Pernille Bjorn (University of Copenhagen),University of Copenhagen
265,Risk vs. Restriction: The Tension between Providing a Sense of Normalcy and Keeping Foster Teens Safe Online, Karla Badillo-Urquiola (University of Central Florida),University of Central Florida
265,Risk vs. Restriction: The Tension between Providing a Sense of Normalcy and Keeping Foster Teens Safe Online, Xinru Page (Bentley University),Bentley University
265,Risk vs. Restriction: The Tension between Providing a Sense of Normalcy and Keeping Foster Teens Safe Online, Pamela J. Wisniewski (University of Central Florida),University of Central Florida
266,Who's In Control?: Interactions In Multi-User Smart Homes, Christine Geeng,University of Washington
266,Who's In Control?: Interactions In Multi-User Smart Homes, Franziska Roesner (University of Washington),University of Washington
267,GameViews: Understanding and Supporting Data-driven Sports Storytelling, Qiyu Zhi,University of Notre Dame
267,GameViews: Understanding and Supporting Data-driven Sports Storytelling, Suwen Lin,University of Notre Dame
267,GameViews: Understanding and Supporting Data-driven Sports Storytelling, Poorna Talkad Sukumar,University of Notre Dame
